Zip;City;State;Latitude;Longitude;Timezone;Daylight savings time flag;geopoint
44667;Orrville;OH;40.835.059;-8.177.006;-5;1;40.835059,-81.77006
38652;New Albany;MS;34.489.085;-8.899.973;-6;1;34.489085,-88.99973
40213;Louisville;KY;38.186.126;-8.571.304;-5;1;38.186126,-85.71304
32703;Apopka;FL;28.658.395;-8.150.319;-5;1;28.658395,-81.50319
32919;Melbourne;FL;28.306.726;-80.686.159;-5;1;28.306726,-80.686159
32936;Melbourne;FL;28.306.726;-80.686.159;-5;1;28.306726,-80.686159
33331;Fort Lauderdale;FL;26.056.111;-8.036.373;-5;1;26.056111,-80.36373
66932;Athol;KS;39.761.524;-9.892.213;-6;1;39.761524,-98.92213
68110;Omaha;NE;41.292.321;-9.593.427;-6;1;41.292321,-95.93427
62766;Springfield;IL;39.749.457;-89.606.017;-6;1;39.749457,-89.606017
62810;Belle Rive;IL;38.218.349;-8.873.999;-6;1;38.218349,-88.73999
58227;Edinburg;ND;48.527.038;-9.790.612;-6;1;48.527038,-97.90612
58521;Baldwin;ND;4.703.541;-10.071.786;-6;1;47.03541,-100.71786
58523;Beulah;ND;47.229.528;-10.175.965;-6;1;47.229528,-101.75965
59014;Bridger;MT;45.242.325;-10.873.073;-7;1;45.242325,-108.73073
60009;Elk Grove Village;IL;41.811.929;-8.768.732;-6;1;41.811929,-87.68732
62357;New Salem;IL;39.696.523;-9.084.253;-6;1;39.696523,-90.84253
48179;South Rockwood;MI;42.049.534;-8.326.128;-5;1;42.049534,-83.26128
48813;Charlotte;MI;42.580.076;-848.228;-5;1;42.580076,-84.8228
70848;Baton Rouge;LA;30.433.083;-91.102.808;-6;1;30.433083,-91.102808
71031;Goldonna;LA;3.201.716;-929.059;-6;1;32.01716,-92.9059
71234;Downsville;LA;32.641.967;-923.529;-6;1;32.641967,-92.3529
71348;Libuse;LA;31.203.393;-92.526.927;-6;1;31.203393,-92.526927
72127;Plumerville;AR;35.155.206;-9.261.975;-6;1;35.155206,-92.61975
72175;Wabbaseka;AR;34.351.954;-9.177.681;-6;1;34.351954,-91.77681
74825;Allen;OK;34.817.511;-964.108;-6;1;34.817511,-96.4108
75438;Dodd City;TX;33.595.318;-9.607.311;-6;1;33.595318,-96.07311
75703;Tyler;TX;32.264.365;-9.531.347;-6;1;32.264365,-95.31347
45380;Versailles;OH;40.231.735;-8.449.935;-5;1;40.231735,-84.49935
55128;Saint Paul;MN;44.985.792.000.000.000;-9.296.532;-6;1;44.985792,-92.96532
54758;Osseo;WI;44.555.876;-9.121.713;-6;1;44.555876,-91.21713
36580;Summerdale;AL;30.485.351;-8.771.292;-6;1;30.485351,-87.71292
39301;Meridian;MS;32.339.004;-886.596;-6;1;32.339004,-88.6596
33401;West Palm Beach;FL;26.711.192;-8.006.043;-5;1;26.711192,-80.06043
33430;Belle Glade;FL;26.685.125;-8.066.279;-5;1;26.685125,-80.66279
33487;Boca Raton;FL;26.409.953;-8.008.841;-5;1;26.409953,-80.08841
36062;Petrey;AL;3.174.589;-86.323.949;-6;1;31.74589,-86.323949
41540;Lick Creek;KY;37.396.574;-8.233.349;-5;1;37.396574,-82.33349
41632;Gunlock;KY;37.555.846;-8.294.995;-5;1;37.555846,-82.94995
49611;Alba;MI;44.976.915;-8.497.282;-5;1;44.976915,-84.97282
14032;Clarence Center;NY;43.019.908;-7.863.497;-5;1;43.019908,-78.63497
15656;Leechburg;PA;4.063.071;-7.961.381;-5;1;40.63071,-79.61381
4860;Tenants Harbor;ME;439.464;-6.923.524;-5;1;43.9464,-69.23524
6489;Southington;CT;41.612.298;-7.287.103;-5;1;41.612298,-72.87103
23270;Richmond;VA;37.524.246;-77.493.157;-5;1;37.524246,-77.493157
23404;Locustville;VA;37.635.838;-7.566.642;-5;1;37.635838,-75.66642
24161;Sandy Level;VA;36.985.629;-7.953.939;-5;1;36.985629,-79.53939
24915;Arbovale;WV;38.462.522;-7.980.308;-5;1;38.462522,-79.80308
19941;Ellendale;DE;3.880.136;-7.542.595;-5;1;38.80136,-75.42595
20410;Washington;DC;38.893.311;-77.014.647;-5;1;38.893311,-77.014647
10701;Yonkers;NY;40.943.525;-7.388.176;-5;1;40.943525,-73.88176
11797;Woodbury;NY;40.813.801;-7.346.912;-5;1;40.813801,-73.46912
12433;Glenford;NY;42.000.093;-7.415.946;-5;1;42.000093,-74.15946
12752;Lake Huntington;NY;41.677.243;-7.499.109;-5;1;41.677243,-74.99109
1773;Lincoln;MA;42.425.537;-7.130.316;-5;1;42.425537,-71.30316
2636;Centerville;MA;41.799.312;-70.308.662;-5;1;41.799312,-70.308662
2653;Orleans;MA;41.777.647;-6.997.312;-5;1;41.777647,-69.97312
26520;Arthurdale;WV;39.497.676;-7.982.003;-5;1;39.497676,-79.82003
59062;Otter;MT;45.154.425;-10.613.017;-7;1;45.154425,-106.13017
59530;Inverness;MT;48.631.693;-11.067.384;-7;1;48.631693,-110.67384
60108;Bloomingdale;IL;4.194.954;-8.808.256;-6;1;41.94954,-88.08256
57470;Rockham;SD;44.899.458;-9.886.967;-6;1;44.899458,-98.86967
58205;Grand Forks AFB;ND;47.933.481;-97.394.446;-6;1;47.933481,-97.394446
35587;Townley;AL;33.807.412;-87.446;-6;1;33.807412,-87.446
41538;Jonancy;KY;37.314.335;-8.259.506;-5;1;37.314335,-82.59506
42733;Elk Horn;KY;37.353.227;-851.628;-5;1;37.353227,-85.1628
45839;Findlay;OH;40.993.263;-83.650.714;-5;1;40.993263,-83.650714
46776;Orland;IN;41.732.206;-8.516.794;-5;0;41.732206,-85.16794
47093;Jefferson;IN;38.762.649;-85.041.244;-5;0;38.762649,-85.041244
47307;Muncie;IN;40.162.093;-85.442.772;-5;0;40.162093,-85.442772
50604;Aplington;IA;42.606.337;-928.988;-6;1;42.606337,-92.8988
12136;Old Chatham;NY;42.437.594;-7.355.599;-5;1;42.437594,-73.55599
12775;Rock Hill;NY;41.614.218;-7.458.836;-5;1;41.614218,-74.58836
52641;Mount Pleasant;IA;40.974.026;-9.157.195;-6;1;40.974026,-91.57195
53098;Watertown;WI;43.231.506;-8.870.634;-6;1;43.231506,-88.70634
54208;Denmark;WI;44.358.527;-8.779.747;-6;1;44.358527,-87.79747
29630;Central;SC;34.733.515;-8.278.407;-5;1;34.733515,-82.78407
30063;Marietta;GA;33.965.294;-84.511.209;-5;1;33.965294,-84.511209
30119;Carrollton;GA;33.618.931;-85.073.582;-5;1;33.618931,-85.073582
26674;Jodie;WV;38.210.552;-8.113.906;-5;1;38.210552,-81.13906
22096;Reston;VA;38.831.813;-77.288.755;-5;1;38.831813,-77.288755
22476;Hustle;VA;38.036.866;-7.708.033;-5;1;38.036866,-77.08033
22851;Stanley;VA;38.567.459;-7.850.696;-5;1;38.567459,-78.50696
22964;Piney River;VA;37.725.074;-7.899.245;-5;1;37.725074,-78.99245
24221;Blackwater;VA;36.627.827;-8.296.464;-5;1;36.627827,-82.96464
11576;Roslyn;NY;40.793.839;-7.365.156;-5;1;40.793839,-73.65156
12831;Gansevoort;NY;43.174.566;-7.368.848;-5;1;43.174566,-73.68848
13118;Moravia;NY;42.755.698;-7.641.226;-5;1;42.755698,-76.41226
24630;North Tazewell;VA;37.155.621;-8.149.787;-5;1;37.155621,-81.49787
92088;Fallbrook;CA;33.016.928;-116.846.046;-8;1;33.016928,-116.846046
92708;Fountain Valley;CA;33.708.618;-11.795.629;-8;1;33.708618,-117.95629
87317;Gamerco;NM;35.597.972;-10.876.657;-7;1;35.597972,-108.76657
83540;Lapwai;ID;4.639.708;-11.678.649;-8;1;46.39708,-116.78649
84084;West Jordan;UT;40.627.668;-11.197.566;-7;1;40.627668,-111.97566
98447;Tacoma;WA;47.066.193;-122.113.223;-8;1;47.066193,-122.113223
99751;Kobuk;AK;66.908.604;-15.688.828;-9;1;66.908604,-156.88828
7456;Ringwood;NJ;41.096.095;-7.426.012;-5;1;41.096095,-74.26012
7606;South Hackensack;NJ;40.863.699;-7.404.643;-5;1;40.863699,-74.04643
7999;Whippany;NJ;40.867.331;-74.578.269;-5;1;40.867331,-74.578269
2818;East Greenwich;RI;41.649.733;-7.146.815;-5;1;41.649733,-71.46815
2831;Hope;RI;4.173.865;-7.157.482;-5;1;41.73865,-71.57482
3638;Freedom;NH;43.822.389;-71.092.797;-5;1;43.822389,-71.092797
6108;East Hartford;CT;41.778.316;-7.262.313;-5;1;41.778316,-72.62313
25510;Culloden;WV;38.399.499;-8.206.562;-5;1;38.399499,-82.06562
27816;Castalia;NC;36.085.542;-7.807.321;-5;1;36.085542,-78.07321
28056;Gastonia;NC;35.229.565;-8.112.847;-5;1;35.229565,-81.12847
35071;Gardendale;AL;3.367.933;-868.206;-6;1;33.67933,-86.8206
35954;Attalla;AL;34.043.263;-8.608.904;-6;1;34.043263,-86.08904
36577;Spanish Fort;AL;30.668.757;-8.793.971;-6;1;30.668757,-87.93971
37076;Hermitage;TN;36.180.507;-8.660.111;-6;1;36.180507,-86.60111
38012;Brownsville;TN;35.590.558;-892.609;-6;1;35.590558,-89.2609
32115;Daytona Beach;FL;29.022.728.999.999.900;-81.172.169;-5;1;29.022729,-81.172169
28606;Boomer;NC;36.058.853;-8.130.497;-5;1;36.058853,-81.30497
80642;Hudson;CO;40.060.539;-10.462.943;-7;1;40.060539,-104.62943
83210;Aberdeen;ID;4.297.228;-11.283.218;-7;1;42.97228,-112.83218
71162;Shreveport;LA;32.607.556;-9.375.256;-6;1;32.607556,-93.75256
94518;Concord;CA;37.954.122;-12.202.506;-8;1;37.954122,-122.02506
88122;Kenna;NM;33.883.159;-103.709.525;-7;1;33.883159,-103.709525
97837;Hereford;OR;44.499.533;-11.806.076;-8;1;44.499533,-118.06076
99014;Four Lakes;WA;4.755.988;-117.595.751;-8;1;47.55988,-117.595751
99131;Gifford;WA;48.290.089;-11.809.326;-8;1;48.290089,-118.09326
92562;Murrieta;CA;33.568.617;-11.725.264;-8;1;33.568617,-117.25264
92603;Irvine;CA;33.648.871;-117.764.637;-8;1;33.648871,-117.764637
75059;Irving;TX;3.286.372;-96.934.998;-6;1;32.86372,-96.934998
84731;Greenville;UT;38.218.885;-11.282.508;-7;1;38.218885,-112.82508
85912;White Mountain Lake;AZ;34.266.588;-110.203.073;-7;0;34.266588,-110.203073
40157;Payneville;KY;38.028.543;-8.638.511;-5;1;38.028543,-86.38511
40258;Louisville;KY;38.141.719;-8.586.375;-5;1;38.141719,-85.86375
40801;Ages Brookside;KY;36.858.906;-832.528;-5;1;36.858906,-83.2528
42211;Cadiz;KY;36.846.471;-8.786.409;-6;1;36.846471,-87.86409
42332;Cleaton;KY;37.251.295.999.999.900;-8.709.071;-6;1;37.251296,-87.09071
43221;Columbus;OH;4.002.063;-8.307.655;-5;1;40.02063,-83.07655
61353;Paw Paw;IL;41.690.735;-8.898.815;-6;1;41.690735,-88.98815
61562;Rome;IL;40.874.269;-89.506.695;-6;1;40.874269,-89.506695
62220;Belleville;IL;3.850.046;-8.997.654;-6;1;38.50046,-89.97654
62983;Royalton;IL;37.884.066;-8.911.128;-6;1;37.884066,-89.11128
63122;Saint Louis;MO;38.582.702;-9.040.966;-6;1;38.582702,-90.40966
63866;Marston;MO;36.521.724;-896.073;-6;1;36.521724,-89.6073
58038;Grandin;ND;47.251.489;-9.698.522;-6;1;47.251489,-96.98522
45801;Lima;OH;40.759.451;-8.408.458;-5;1;40.759451,-84.08458
46816;Fort Wayne;IN;41.006.281;-850.692;-5;0;41.006281,-85.0692
61334;Lostant;IL;41.144.329;-8.908.815;-6;1;41.144329,-89.08815
62016;Carrollton;IL;39.301.561;-9.041.674;-6;1;39.301561,-90.41674
57703;Rapid City;SD;4.405.164;-10.313.061;-7;1;44.05164,-103.13061
62972;Ozark;IL;37.548.761.999.999.900;-8.874.145;-6;1;37.548762,-88.74145
72130;Prim;AR;35.638.247;-9.206.612;-6;1;35.638247,-92.06612
703;Aguas Buenas;PR;18.246.205;-6.612.827;-4;0;18.246205,-66.12827
956;Bayamon;PR;1.834.216;-6.616.643;-4;0;18.34216,-66.16643
99588;Glennallen;AK;6.212.042;-14.558.592;-9;1;62.12042,-145.58592
90815;Long Beach;CA;33.795.049;-11.811.824;-8;1;33.795049,-118.11824
91714;City Of Industry;CA;33.786.594;-118.298.662;-8;1;33.786594,-118.298662
40004;Bardstown;KY;3.781.109;-8.546.164;-5;1;37.81109,-85.46164
45252;Cincinnati;OH;39.282.824;-8.462.514;-5;1;39.282824,-84.62514
45788;Whipple;OH;395.103;-8.137.669;-5;1;39.5103,-81.37669
46765;Leo;IN;41.219.699;-8.502.486;-5;0;41.219699,-85.02486
35564;Hackleburg;AL;34.262.751;-8.783.441;-6;1;34.262751,-87.83441
36549;Lillian;AL;30.393.983;-8.745.664;-6;1;30.393983,-87.45664
37149;Readyville;TN;35.800.108;-8.619.391;-6;1;35.800108,-86.19391
37351;Lupton City;TN;35.104.789;-8.526.415;-5;1;35.104789,-85.26415
33097;Pompano Beach;FL;26.145.724;-80.448.254;-5;1;26.145724,-80.448254
63389;Winfield;MO;3.900.006;-9.077.209;-6;1;39.00006,-90.77209
64058;Independence;MO;39.150.754;-9.434.502;-6;1;39.150754,-94.34502
72072;Humnoke;AR;34.516.932;-9.176.502;-6;1;34.516932,-91.76502
57021;Davis;SD;43.268.424;-9.699.369;-6;1;43.268424,-96.99369
57255;New Effington;SD;45.859.799;-9.691.988;-6;1;45.859799,-96.91988
72562;Newark;AR;35.725.631;-9.142.605;-6;1;35.725631,-91.42605
72728;Elm Springs;AR;36.210.013;-94.254.573;-6;1;36.210013,-94.254573
73009;Binger;OK;35.292.476;-9.835.804;-6;1;35.292476,-98.35804
50232;Reasnor;IA;41.557.079;-9.297.056;-6;1;41.557079,-92.97056
52318;Norway;IA;41.900.443;-9.190.704;-6;1;41.900443,-91.90704
52320;Olin;IA;42.003.337;-9.114.736;-6;1;42.003337,-91.14736
44612;Bolivar;OH;40.643.724;-8.145.442;-5;1;40.643724,-81.45442
45154;Mount Orab;OH;39.046.589;-8.392.245;-5;1;39.046589,-83.92245
46987;Sweetser;IN;40.569.731;-8.576.697;-5;0;40.569731,-85.76697
47522;Crane;IN;38.893.458;-868.507;-5;0;38.893458,-86.8507
47665;Owensville;IN;38.287.411;-8.772.954;-6;1;38.287411,-87.72954
49715;Brimley;MI;46.411.782;-8.466.502;-5;1;46.411782,-84.66502
50669;Reinbeck;IA;42.329.448;-9.260.686;-6;1;42.329448,-92.60686
53782;Madison;WI;4.306.956;-89.423.861;-6;1;43.06956,-89.423861
36755;Greensboro;AL;32.700.467;-87.578.576;-6;1;32.700467,-87.578576
37841;Oneida;TN;3.649.787;-8.451.808;-5;1;36.49787,-84.51808
56147;Kenneth;MN;43.750.164;-9.606.591;-6;1;43.750164,-96.06591
56446;Eagle Bend;MN;46.145.445;-9.507.071;-6;1;46.145445,-95.07071
56586;Underwood;MN;46.330.985;-9.584.679;-6;1;46.330985,-95.84679
47840;Centerpoint;IN;39.406.161;-8.706.899;-5;0;39.406161,-87.06899
41271;Williamsport;KY;37.831.277;-82.726.407;-5;1;37.831277,-82.726407
41477;Wrigley;KY;37.914.001.999.999.900;-83.233.761;-5;1;37.914002,-83.233761
55368;Norwood;MN;44.756.883;-9.391.666;-6;1;44.756883,-93.91666
54945;Iola;WI;44.558.941;-8.913.383;-6;1;44.558941,-89.13383
30308;Atlanta;GA;33.771.755;-8.438.065;-5;1;33.771755,-84.38065
31003;Allentown;GA;32.600.622;-8.322.096;-5;1;32.600622,-83.22096
18672;Bridgeton;PA;40.540.232;-75.104.872;-5;1;40.540232,-75.104872
19850;Wilmington;DE;39.564.499;-75.597.047;-5;1;39.564499,-75.597047
21632;Federalsburg;MD;38.705.731;-7.577.488;-5;1;38.705731,-75.77488
21656;Price;MD;39.034.637;-76.092.127;-5;1;39.034637,-76.092127
14082;Java Center;NY;42.661.838;-7.838.309;-5;1;42.661838,-78.38309
